EC-Number	Pfam-Domain	Confidence-Score	Type	In-InterPro
5.4.2.2	PF02879	0.2444072222	GOLD	No
5.5.1.8	PF01397	0.0742962778	SILVER	No
5.5.1.8	PF03936	0.057345	SILVER	No
1.14.13.71	PF00067	0.04516195	GOLD	No
1.14.13.70	PF00067	0.1456468333	GOLD	No
3.6.3.2	PF00122	0.0607312778	GOLD	No
3.6.3.2	PF00702	0.0659081278	SILVER	No
3.6.3.2	PF00690	0.0959911111	GOLD	No
3.6.3.2	PF00689	0.0968085556	GOLD	No
1.14.13.72	PF04116	0.4008119444	GOLD	No
1.14.13.79	PF00067	0.0487737222	GOLD	No
1.14.13.78	PF00067	0.0505217611	GOLD	No
4.1.2.8	PF00290	0.0679787222	GOLD	No
5.4.2.3	PF00408	0.1020465556	GOLD	No
5.4.2.3	PF02878	0.0989260556	GOLD	No
5.4.2.3	PF02879	0.0977805889	GOLD	No
3.3.2.12	PF01575	0.1263613333	SILVER	No
3.3.2.11	PF07858	0.4210705	GOLD	No
3.3.2.10	PF12697	0.0445280667	SILVER	No
3.3.2.10	PF07858	0.1347316111	SILVER	No
3.3.2.10	PF13419	0.0440486272	SILVER	No
3.3.2.10	PF06441	0.0695857778	SILVER	No
3.3.2.10	PF00561	0.1008943111	GOLD	No
1.3.1.90	PF01207	0.1350135	SILVER	No
1.3.1.91	PF01207	0.1350135	SILVER	No
1.3.1.92	PF00724	0.0822830556	SILVER	No
1.3.1.93	PF00240	0.0507150556	SILVER	No
1.3.1.93	PF02544	0.2645011667	SILVER	No
1.3.1.94	PF02544	0.3765744444	GOLD	No
1.3.1.95	PF02771	0.0733322833	SILVER	No
1.3.1.95	PF00441	0.06676325	SILVER	No
1.3.1.95	PF02770	0.0595017278	SILVER	No
1.3.1.96	PF00494	0.0741460278	SILVER	No
3.5.3.26	PF05899	0.3367875	SILVER	No
3.5.3.26	PF07883	0.3111289444	GOLD	No
1.3.1.98	PF01565	0.8299628889	GOLD	Yes
1.3.1.98	PF02873	0.98704	GOLD	Yes
4.1.2.9	PF03894	0.6054902778	GOLD	No
4.1.2.9	PF09363	0.6037431111	GOLD	No
4.1.2.9	PF09364	0.6057085	GOLD	No
1.1.5.4	PF06039	0.9373532778	GOLD	Yes
3.5.3.24	PF00491	0.0841205389	SILVER	No
3.5.4.19	PF01503	0.1201842722	SILVER	No
3.5.4.19	PF01502	0.9959692222	GOLD	Yes
3.6.1.54	PF12850	0.8305779444	GOLD	No
3.5.4.13	PF06559	0.2556395556	GOLD	Yes
3.5.4.13	PF00692	0.5728746111	GOLD	No
3.5.4.12	PF00383	0.1864727222	GOLD	No
3.5.4.11	PF07969	0.0901227778	SILVER	No
3.5.4.10	PF02142	0.4336570556	GOLD	No
3.5.4.10	PF01808	0.6263899444	GOLD	Yes
3.5.4.10	PF07826	0.4845942222	GOLD	Yes
3.7.1.5	PF01557	0.2165497778	GOLD	No
2.6.99.2	PF03740	1	GOLD	Yes
2.7.1.113	PF01712	0.3574396111	GOLD	No
1.14.99.1	PF03098	0.3660172222	GOLD	No
1.14.99.3	PF03992	0.4967535167	SILVER	No
1.14.99.3	PF01126	0.5636919444	GOLD	Yes
2.7.1.119	PF01636	0.0464948111	SILVER	No
1.14.99.9	PF00067	0.1273097722	GOLD	No
1.18.6.1	PF03139	0.2345229111	GOLD	Yes
1.18.6.1	PF00148	0.5444783333	GOLD	No
1.18.6.1	PF11844	0.2710935556	GOLD	Yes
6.3.2.17	PF08245	0.1656521111	GOLD	No
6.3.2.17	PF02875	0.0807839267	SILVER	No
1.1.1.144	PF13188	0.0901227778	SILVER	No
1.1.1.144	PF02954	0.39750345	GOLD	No
1.1.1.144	PF00158	0.3965286444	GOLD	No
5.1.3.5	PF01370	0.0945653056	GOLD	No
5.1.3.5	PF13950	0.2291733389	GOLD	No
2.4.1.236	PF00201	0.0426091667	SILVER	No
4.2.3.23	PF01397	0.0982846111	GOLD	No
4.2.3.23	PF03936	0.1037243333	GOLD	No
4.2.2.25	PF00041	0.0423607222	SILVER	No
4.2.2.25	PF00963	0.5765535556	GOLD	No
4.2.2.25	PF01522	0.1434438889	SILVER	No
1.1.1.244	PF00465	0.0868819444	SILVER	No
1.13.12.19	PF03171	0.1013209444	GOLD	No
1.13.12.19	PF14226	0.1214768889	GOLD	No
4.2.3.22	PF03936	0.0659051667	GOLD	No
1.1.1.247	PF00248	0.1153695444	SILVER	No
1.13.11.79	PF00881	0.2079566111	SILVER	No
1.13.11.74	PF02900	0.1629723667	GOLD	No
1.13.11.75	PF03055	0.1314898333	SILVER	No
1.13.11.76	PF02900	0.121462	SILVER	No
1.13.11.77	PF00305	0.0799434444	SILVER	No
1.13.11.70	PF03055	0.1291638889	GOLD	No
1.13.11.71	PF03055	0.1826655556	GOLD	No
1.13.11.73	PF01381	0.1434438889	SILVER	No
3.1.3.96	PF13419	0.0431822278	SILVER	No
1.21.98.1	PF04055	0.0656509111	SILVER	No
3.1.4.57	PF02811	0.0429901667	SILVER	No
3.1.4.53	PF02112	0.0779844444	GOLD	No
3.1.4.53	PF08629	0.1458961111	GOLD	No
3.1.4.53	PF00233	0.3113014444	GOLD	No
3.1.4.53	PF13426	0.0446713333	GOLD	No
3.1.4.52	PF05231	0.0898121667	SILVER	No
3.1.4.52	PF08495	0.16813395	SILVER	No
3.1.4.52	PF00990	0.1825772778	GOLD	No
3.1.4.52	PF12792	0.300253	GOLD	No
3.1.4.52	PF00563	0.5663733333	GOLD	No
3.1.4.52	PF13426	0.0603170222	SILVER	No
3.1.4.52	PF10442	0.1681679111	SILVER	No
3.1.4.52	PF08448	0.06110845	SILVER	No
3.1.4.50	PF04185	0.0689083333	GOLD	No
3.1.4.50	PF00882	0.3406775	GOLD	No
4.2.3.21	PF03936	0.0734244444	GOLD	No
1.1.99.6	PF02913	0.118445	SILVER	No
1.1.99.1	PF00732	0.7909365	GOLD	No
1.1.99.1	PF05199	0.7814079444	GOLD	No
1.1.99.2	PF01266	0.0875135056	GOLD	No
1.1.99.3	PF00034	0.1150496667	SILVER	No
1.1.99.3	PF13618	0.3424446111	GOLD	No
1.1.99.3	PF00732	0.0404757778	SILVER	No
1.1.99.3	PF13442	0.1040074444	SILVER	No
1.1.99.3	PF05199	0.0401717222	SILVER	No
1.1.99.8	PF02315	0.0783281667	SILVER	No
3.6.1.65	PF00293	0.0417021667	SILVER	No
1.1.1.136	PF01408	0.0579205556	GOLD	No
1.1.1.136	PF03721	0.0864094444	SILVER	No
1.1.1.136	PF00984	0.0867297222	SILVER	No
1.1.1.136	PF03720	0.0866227778	SILVER	No
1.1.1.136	PF02894	0.0654727778	GOLD	No
6.1.2.1	PF01820	0.0457274444	GOLD	No
6.1.2.1	PF07478	0.0478779889	SILVER	No
6.1.2.2	PF02543	0.4483927778	GOLD	No
1.1.1.132	PF03721	0.1827451111	GOLD	No
1.1.1.132	PF00984	0.1824613333	GOLD	No
1.1.1.132	PF03720	0.182204	GOLD	No
1.1.1.133	PF04321	0.5806240556	GOLD	No
1.1.1.133	PF00908	0.0520912889	GOLD	No
1.1.1.130	PF02615	0.7895975556	GOLD	No
2.3.1.107	PF02458	0.0997805556	SILVER	No
1.4.1.14	PF00310	0.1461302778	GOLD	No
1.4.1.14	PF01493	0.2332917778	GOLD	No
1.4.1.14	PF01645	0.2534043333	GOLD	No
1.4.1.14	PF14691	0.2789974444	GOLD	No
1.4.1.14	PF07992	0.0611397778	GOLD	No
1.4.1.14	PF04898	0.2817220556	GOLD	No
1.1.1.138	PF00106	0.0508179944	SILVER	No
4.1.3.17	PF03737	0.954058	GOLD	No
4.1.3.16	PF00701	0.0550758228	SILVER	No
4.1.3.16	PF01081	0.3326578333	GOLD	No
3.4.22.64	PF00619	0.118445	SILVER	No
3.4.22.64	PF00656	0.0837533333	SILVER	No
2.4.1.232	PF04488	0.3597256111	GOLD	No
4.2.3.27	PF01397	0.1115852778	GOLD	No
4.2.3.27	PF03936	0.1023893333	GOLD	No
2.4.1.99	PF00251	0.0652373778	SILVER	No
2.4.1.99	PF11837	0.1881481667	SILVER	No
2.4.1.99	PF08244	0.0676142222	SILVER	No
4.1.1.48	PF00218	0.9880352222	GOLD	Yes
4.1.1.48	PF00697	0.08621834	SILVER	No
2.7.7.23	PF01704	0.0825647222	GOLD	No
2.7.7.23	PF03479	0.0426016111	GOLD	No
2.7.7.23	PF12804	0.4426551111	GOLD	No
2.7.7.23	PF00483	0.1189771111	GOLD	No
2.7.7.27	PF00483	0.6325517778	GOLD	No
2.7.7.24	PF00483	0.3524326111	GOLD	No
2.7.7.24	PF06560	0.0439205	GOLD	No
1.4.3.22	PF01179	0.3041649444	GOLD	No
1.4.3.22	PF00797	0.0472920556	GOLD	No
1.4.3.22	PF02728	0.2840664611	SILVER	No
1.4.3.22	PF02727	0.2489682722	SILVER	No
1.4.3.23	PF01593	0.0489139444	SILVER	No
1.4.3.21	PF01179	0.5809466667	GOLD	No
1.4.3.21	PF07833	0.20211775	SILVER	No
1.4.3.21	PF02728	0.5757126667	GOLD	Yes
1.4.3.21	PF02727	0.5665091667	GOLD	Yes
1.4.3.24	PF01593	0.0510358389	SILVER	No
4.2.3.26	PF01397	0.0945330556	SILVER	No
4.2.3.26	PF03936	0.0867532278	SILVER	No
1.1.1.225	PF00248	0.0934829444	SILVER	No
2.4.1.91	PF00201	0.1569213889	GOLD	No
3.1.3.92	PF05116	0.10143	SILVER	No
4.2.2.9	PF06917	0.4233190556	GOLD	No
4.4.1.13	PF00155	0.0587880944	GOLD	No
4.4.1.11	PF01053	0.1711038889	GOLD	No
4.4.1.16	PF00266	0.1754808889	GOLD	No
4.4.1.17	PF01265	0.5837461111	GOLD	Yes
4.4.1.14	PF00155	0.0972721667	GOLD	No
4.4.1.15	PF00291	0.1838800556	GOLD	No
4.2.3.25	PF01397	0.0628548333	SILVER	No
4.2.3.25	PF03936	0.0768558333	GOLD	No
4.4.1.19	PF02679	0.6664266667	GOLD	Yes
2.5.1.80	PF11991	0.1309455556	SILVER	No
2.5.1.81	PF00348	0.1008705	SILVER	No
2.5.1.82	PF00348	0.0621199444	SILVER	No
2.5.1.83	PF00348	0.0605996889	SILVER	No
2.5.1.84	PF00348	0.1139708611	GOLD	No
2.5.1.85	PF00348	0.1084132278	GOLD	No
2.5.1.86	PF01255	0.0945838889	GOLD	No
2.5.1.88	PF01255	0.0668811111	SILVER	No
2.5.1.89	PF01255	0.4638169444	GOLD	No
1.3.99.36	PF00258	0.0509277222	GOLD	No
1.3.99.36	PF02441	0.118445	SILVER	No
1.3.99.36	PF00667	0.0539603333	GOLD	No
2.1.1.57	PF01728	0.2022448222	SILVER	No
2.1.1.57	PF00983	0.0694444444	GOLD	No
2.1.1.57	PF00948	0.4440072056	GOLD	Yes
2.1.1.57	PF00949	0.4596026111	GOLD	Yes
2.1.1.57	PF01349	0.4446616667	GOLD	Yes
2.1.1.57	PF01570	0.4393361111	GOLD	Yes
2.1.1.57	PF07652	0.3353265556	GOLD	No
2.1.1.57	PF00972	0.4668748333	GOLD	Yes
2.1.1.57	PF01350	0.4446616667	GOLD	Yes
2.1.1.57	PF00869	0.4620063333	GOLD	No
2.1.1.57	PF01002	0.4515077222	GOLD	Yes
2.1.1.57	PF01003	0.4461940556	GOLD	Yes
2.1.1.57	PF01358	0.5291623333	GOLD	Yes
2.1.1.57	PF01004	0.4401784444	SILVER	Yes
2.1.1.57	PF01005	0.4341972222	GOLD	Yes
2.1.1.57	PF00271	0.0677780611	GOLD	No
2.1.1.57	PF02832	0.4570972222	GOLD	No
2.1.1.57	PF01585	0.1633357222	GOLD	No
2.1.1.56	PF01728	0.0886462611	SILVER	No
2.1.1.56	PF06016	0.0983399278	SILVER	Yes
2.1.1.56	PF00946	0.3428961111	GOLD	Yes
2.1.1.56	PF03291	0.6686597778	GOLD	Yes
2.1.1.56	PF00948	0.2469457333	GOLD	Yes
2.1.1.56	PF00949	0.2600268889	GOLD	Yes
2.1.1.56	PF01349	0.2454766667	GOLD	Yes
2.1.1.56	PF10640	0.1320928333	GOLD	Yes
2.1.1.56	PF01570	0.2425366667	GOLD	Yes
2.1.1.56	PF06929	0.20998	GOLD	Yes
2.1.1.56	PF07652	0.1899050556	GOLD	No
2.1.1.56	PF12803	0.1714483333	GOLD	Yes
2.1.1.56	PF00972	0.2642870556	GOLD	Yes
2.1.1.56	PF14318	0.3407466667	GOLD	Yes
2.1.1.56	PF01350	0.2454766667	GOLD	Yes
2.1.1.56	PF00869	0.2645390556	GOLD	No
2.1.1.56	PF01002	0.2544338333	GOLD	Yes
2.1.1.56	PF01003	0.2492399444	GOLD	Yes
2.1.1.56	PF01004	0.2433600056	SILVER	Yes
2.1.1.56	PF01005	0.2396994444	GOLD	Yes
2.1.1.56	PF01331	0.0514344444	GOLD	No
2.1.1.56	PF03341	0.0765446667	SILVER	No
2.1.1.56	PF02832	0.2620831111	GOLD	No
2.4.1.254	PF00201	0.0426091667	SILVER	No
2.4.1.257	PF00534	0.091715	GOLD	No
2.4.1.257	PF13579	0.0523395	GOLD	No
2.4.1.257	PF13439	0.1393738889	GOLD	No
1.4.1.13	PF00037	0.0414859667	SILVER	No
1.4.1.13	PF13247	0.06533745	GOLD	No
1.4.1.13	PF14691	0.1762070556	SILVER	No
1.4.1.13	PF07992	0.04445355	SILVER	No
1.4.1.13	PF04898	0.3373892778	GOLD	No
1.4.1.13	PF00310	0.122715	GOLD	No
1.4.1.13	PF00301	0.0749981389	GOLD	No
1.4.1.13	PF10967	0.0785673333	GOLD	No
1.4.1.13	PF13187	0.1876683778	GOLD	No
1.4.1.13	PF01493	0.2235819333	GOLD	No
1.4.1.13	PF01645	0.6928691667	GOLD	No
2.3.1.51	PF01553	0.596534	GOLD	No
2.4.1.256	PF04922	0.6111111111	GOLD	Yes
2.3.1.92	PF00450	0.0476385	SILVER	No
2.3.1.50	PF00155	0.1061124111	GOLD	No
1.5.3.21	PF01593	0.0489139444	SILVER	No
1.3.99.33	PF00890	0.0491046111	SILVER	No
1.3.99.33	PF04205	0.1495055	SILVER	No
4.1.1.19	PF01276	0.0960514333	SILVER	No
4.1.1.19	PF01862	0.4408533889	GOLD	Yes
4.1.1.19	PF03711	0.0955148222	SILVER	No
4.1.1.19	PF02784	0.5183623333	GOLD	No
4.1.1.19	PF00278	0.4999194444	GOLD	No
4.1.1.19	PF02675	0.0607308489	SILVER	No
4.1.1.18	PF03709	0.3876997778	GOLD	No
4.1.1.18	PF01276	0.3348949444	GOLD	No
4.1.1.18	PF03711	0.334717	GOLD	No
4.1.1.18	PF02016	0.1757643589	GOLD	No
4.2.2.3	PF05426	0.9146272222	GOLD	Yes
4.2.2.3	PF08787	0.2622002222	GOLD	No
4.2.2.5	PF02278	0.2166448889	SILVER	No
4.2.2.5	PF08124	0.2666372222	SILVER	No
4.2.2.5	PF02884	0.2358235	SILVER	No
2.1.1.289	PF00590	0.0638795889	SILVER	No
4.2.2.7	PF14099	0.4584858333	GOLD	No
4.2.2.7	PF07940	0.2170548667	SILVER	No
4.2.2.6	PF14583	0.6111111111	GOLD	No
4.1.1.11	PF02261	0.9917770556	GOLD	Yes
4.2.2.8	PF07940	0.6042835556	GOLD	Yes
4.1.1.12	PF00155	0.0429816778	SILVER	No
4.1.1.15	PF03951	0.0863241111	GOLD	No
4.1.1.15	PF00282	0.6273537222	GOLD	No
4.1.1.15	PF00120	0.083308	GOLD	No
4.1.1.17	PF02784	0.2660830556	GOLD	No
4.1.1.17	PF03709	0.1712386111	GOLD	No
4.1.1.17	PF03711	0.1466400556	GOLD	No
4.1.1.17	PF01276	0.1471157222	GOLD	No
4.1.1.17	PF00278	0.2529178333	GOLD	No
3.6.3.27	PF08352	0.0614343167	GOLD	No
3.6.3.27	PF00005	0.4444171111	GOLD	No
1.1.3.47	PF00732	0.0648261667	SILVER	No
1.1.3.47	PF05199	0.059919	SILVER	No
1.1.3.46	PF01070	0.0444800556	SILVER	No
1.1.3.45	PF08031	0.2184521667	SILVER	No
1.20.9.1	PF00384	0.0523701667	SILVER	No
1.20.9.1	PF00355	0.0574842778	SILVER	No
1.20.9.1	PF01568	0.05570985	SILVER	No
1.1.1.49	PF02781	0.9528226667	GOLD	Yes
1.1.1.49	PF00479	0.9637548333	GOLD	Yes
1.1.1.48	PF01408	0.0746700944	SILVER	No
1.1.3.41	PF01565	0.0536743333	GOLD	No
1.1.3.41	PF04030	0.2115826111	GOLD	No
1.1.1.45	PF00725	0.1187149333	GOLD	No
1.1.1.45	PF02737	0.1189366111	GOLD	No
1.1.1.44	PF00393	0.9820865556	GOLD	Yes
1.1.1.44	PF03446	0.7719910556	GOLD	No
1.1.1.47	PF07476	0.046953	GOLD	No
1.1.1.47	PF00106	0.0566117667	GOLD	No
1.1.1.47	PF08240	0.1610015717	SILVER	No
1.1.1.47	PF05034	0.046953	GOLD	No
1.1.1.46	PF01408	0.0664476667	SILVER	No
1.1.1.41	PF00180	0.3299285556	GOLD	No
1.1.1.40	PF03949	0.344282	GOLD	No
1.1.1.40	PF00390	0.3441918889	GOLD	No
1.1.1.40	PF01515	0.081495	GOLD	No
1.1.1.42	PF03971	0.2065879444	GOLD	Yes
1.1.1.42	PF00180	0.4650342222	GOLD	No
1.14.11.43	PF02668	0.1540833333	GOLD	No
1.14.11.40	PF02668	0.1089533333	SILVER	No
1.14.11.41	PF02668	0.1197116111	SILVER	No
2.3.1.119	PF08392	0.2548870556	SILVER	No
2.3.1.119	PF08541	0.0608883333	GOLD	No
2.3.1.118	PF00797	0.1801392222	SILVER	No
1.14.11.44	PF02668	0.1089533333	SILVER	No
1.14.11.45	PF10014	0.5555555556	GOLD	No
2.3.1.117	PF14805	0.9764288889	GOLD	Yes
2.3.1.111	PF00698	0.089537	SILVER	No
2.3.1.111	PF14765	0.1490649444	SILVER	No
2.3.1.111	PF02801	0.0792974444	SILVER	No
2.3.1.111	PF00109	0.0792078889	SILVER	No
2.3.1.111	PF00550	0.0648066111	SILVER	No
2.3.1.111	PF08659	0.1519113889	SILVER	No
2.3.1.110	PF00583	0.0521356778	GOLD	No
2.4.1.258	PF05208	0.5948392778	GOLD	Yes
2.5.1.87	PF01255	0.2395991111	GOLD	No
3.4.24.66	PF01400	0.0777933333	SILVER	No
2.3.1.25	PF01553	0.0542166667	GOLD	No
2.4.1.221	PF10250	0.6547596667	GOLD	Yes
2.4.1.222	PF02434	0.8537740556	GOLD	No
2.4.1.223	PF03016	0.2519406833	GOLD	No
2.4.1.223	PF09258	0.3845872222	GOLD	No
2.4.1.224	PF09258	0.5223945	GOLD	No
2.4.1.224	PF03016	0.549493	GOLD	No
2.4.1.225	PF03016	0.4677663333	GOLD	No
2.4.1.225	PF09258	0.4738954444	GOLD	No
2.4.1.226	PF00535	0.0808612222	GOLD	No
2.4.1.226	PF05679	0.3459994444	GOLD	No
2.4.1.227	PF04101	0.9457947778	GOLD	Yes
2.4.1.227	PF03033	0.9187189444	GOLD	Yes
5.4.99.62	PF05025	0.8794657222	GOLD	No
2.4.1.229	PF11397	0.6060838333	GOLD	No
5.4.99.60	PF02570	0.5126343333	GOLD	No
5.4.99.61	PF02570	0.3084937222	SILVER	No
1.3.99.29	PF01593	0.0531841722	SILVER	No
1.2.7.10	PF01558	0.075999	SILVER	No
1.2.7.10	PF01855	0.0789419444	SILVER	No
1.2.7.10	PF00037	0.0499639444	SILVER	No
3.4.21.22	PF00089	0.1091904889	GOLD	No
3.4.21.22	PF00594	0.2255697222	GOLD	No
3.4.21.22	PF00008	0.2036994167	GOLD	No
3.4.21.21	PF00089	0.0836539167	GOLD	No
3.4.21.21	PF00594	0.2439018333	GOLD	No
3.4.21.21	PF00008	0.2295008333	GOLD	No
3.4.21.20	PF00089	0.0464444444	SILVER	No
3.4.21.27	PF14295	0.0491473333	GOLD	No
3.4.21.27	PF00039	0.08896	GOLD	No
3.4.21.27	PF00089	0.0599284444	GOLD	No
3.4.21.27	PF00040	0.0777933333	GOLD	No
3.4.21.27	PF00051	0.0458214444	GOLD	No
3.4.21.27	PF00024	0.2690885833	SILVER	No
3.4.21.27	PF00008	0.0424843889	GOLD	No
3.4.21.26	PF02897	0.5082700556	GOLD	No
3.4.21.26	PF00326	0.2538965	GOLD	No
3.4.21.26	PF00930	0.0588687161	SILVER	No
3.4.21.25	PF05922	0.1555046111	SILVER	No
3.4.21.25	PF00082	0.0816080056	SILVER	No
1.14.13.107	PF00296	0.0617617778	SILVER	No
1.14.13.100	PF00067	0.0408821111	GOLD	No
1.14.13.101	PF00743	0.0894337778	SILVER	No
1.14.13.102	PF00067	0.0408821111	GOLD	No
2.4.1.10	PF02435	0.5929866111	GOLD	No
2.4.1.11	PF05693	0.6208007778	GOLD	Yes
2.4.1.12	PF00535	0.0417896	GOLD	No
2.4.1.12	PF03552	0.8088407222	GOLD	No
2.4.1.12	PF14569	0.7696853333	SILVER	Yes
2.4.1.12	PF03170	0.2236962222	GOLD	Yes
2.4.1.12	PF07238	0.3960110556	GOLD	No
2.4.1.13	PF00534	0.2532075	GOLD	No
2.4.1.13	PF00862	0.9433232222	GOLD	No
1.8.99.3	PF04358	0.228387	SILVER	No
1.8.99.3	PF01077	0.1488852222	GOLD	No
1.8.99.2	PF12139	0.0518777222	SILVER	No
2.4.1.16	PF01644	0.5611195	GOLD	Yes
2.4.1.16	PF08766	0.0566555	SILVER	No
2.4.1.16	PF08407	0.4310731667	GOLD	Yes
2.4.1.16	PF00173	0.0786570444	GOLD	No
2.4.1.17	PF00201	0.3928633889	GOLD	No
2.1.1.265	PF03848	0.3548907222	GOLD	No
2.1.1.264	PF10672	0.5074576667	GOLD	No
2.1.1.264	PF01170	0.5781193889	GOLD	Yes
2.1.1.264	PF02926	0.35665745	GOLD	No
2.1.1.267	PF01596	0.0573011111	SILVER	No
2.1.1.267	PF00891	0.0441976111	SILVER	No
2.1.1.267	PF08100	0.0524950556	SILVER	No
2.1.1.266	PF04378	0.9816124444	GOLD	No
2.1.1.266	PF10672	0.0421332344	GOLD	No
2.1.1.261	PF10017	0.3928372222	GOLD	No
2.1.1.260	PF03587	0.6536485556	GOLD	No
2.1.1.263	PF08241	0.0569988889	SILVER	No
2.1.1.263	PF08498	0.1242261111	SILVER	No
2.1.1.262	PF08241	0.0806083333	GOLD	No
2.1.1.262	PF08498	0.1756822222	GOLD	No
3.6.3.31	PF08402	0.6942136667	GOLD	No
3.6.3.31	PF00005	0.2899093889	GOLD	No
2.4.1.328	PF06722	0.20998	SILVER	No
1.14.19.4	PF00487	0.2569362611	GOLD	No
1.14.19.4	PF00173	0.1995226111	GOLD	No
2.4.1.325	PF07429	0.8888888889	GOLD	Yes
2.4.1.324	PF00201	0.0602583333	GOLD	No
2.4.1.327	PF06722	0.20998	SILVER	No
2.4.1.326	PF06722	0.20998	SILVER	No
2.4.1.321	PF06205	0.3513644444	GOLD	No
2.4.1.321	PF06165	0.3834394444	GOLD	No
2.4.1.320	PF04041	0.2777777778	GOLD	No
2.4.1.323	PF00201	0.0426091667	SILVER	No
2.4.1.322	PF02324	0.20998	GOLD	No
1.2.3.14	PF03450	0.0818648444	SILVER	No
1.2.3.14	PF00941	0.0817718778	SILVER	No
1.2.3.14	PF01799	0.0805861278	SILVER	No
1.2.3.14	PF02738	0.0770737667	SILVER	No
1.2.3.14	PF01315	0.0789459611	SILVER	No
1.2.3.14	PF00111	0.0535051	SILVER	No
3.5.99.10	PF01042	0.4478288889	GOLD	No
1.3.8.11	PF02771	0.0711316667	SILVER	No
1.3.8.11	PF00441	0.0645822222	SILVER	No
1.3.8.11	PF02770	0.0573011111	SILVER	No
1.3.8.10	PF02771	0.0711316667	SILVER	No
1.3.8.10	PF00441	0.0645822222	SILVER	No
1.3.8.10	PF02770	0.0573011111	SILVER	No
2.3.1.61	PF02817	0.3648328333	GOLD	No
2.3.1.61	PF00364	0.3391340222	SILVER	No
2.3.1.61	PF00676	0.0935985317	GOLD	No
2.3.1.61	PF02779	0.0620421111	GOLD	No
2.3.1.61	PF00198	0.5309835556	GOLD	No
5.1.2.3	PF00378	0.4384448889	GOLD	No
5.1.2.3	PF00725	0.5175696667	GOLD	No
5.1.2.3	PF02737	0.5165833333	GOLD	No
5.1.2.2	PF01188	0.0659405	SILVER	No
5.1.2.2	PF00874	0.32075	GOLD	No
5.1.2.2	PF05043	0.32075	GOLD	No
5.1.2.2	PF08279	0.1964183333	GOLD	No
5.1.2.2	PF00359	0.1309455556	GOLD	No
5.1.2.2	PF02746	0.0824462222	SILVER	No
2.3.1.67	PF13499	0.0850383333	GOLD	No
2.3.1.67	PF01553	0.1281163222	SILVER	No
6.3.2.43	PF08443	0.2989287222	GOLD	No
6.3.2.42	PF08443	0.185185	GOLD	No
6.3.2.41	PF08443	0.2618916667	GOLD	No
1.14.99.10	PF00067	0.0967615056	SILVER	No
6.3.2.44	PF02006	0.4536094444	GOLD	No
2.4.2.9	PF14681	0.0411406667	GOLD	No
2.4.2.9	PF00156	0.2064194	GOLD	No
2.4.2.8	PF00156	0.2267539444	GOLD	No
3.6.1.26	PF02611	0.9969233333	GOLD	Yes
3.6.1.27	PF01569	0.0447841111	SILVER	No
3.6.1.27	PF02673	0.9195557778	GOLD	Yes
3.6.1.22	PF09297	0.9555742222	GOLD	Yes
3.6.1.22	PF09296	0.8194148889	GOLD	Yes
3.6.1.22	PF00293	0.5273796667	GOLD	No
3.6.1.23	PF00692	0.7679226667	GOLD	No
2.4.2.1	PF01048	0.6605723889	GOLD	No
4.2.3.17	PF01397	0.088928	SILVER	No
4.2.3.17	PF03936	0.0785657278	SILVER	No
2.4.2.3	PF01048	0.2337266667	GOLD	No
2.4.2.2	PF00591	0.1223315556	GOLD	No
2.4.2.2	PF07831	0.2159276667	GOLD	No
2.4.2.2	PF02885	0.1218702778	GOLD	No
3.6.1.28	PF01928	0.56467425	GOLD	No
2.4.2.4	PF00591	0.4125842222	GOLD	No
2.4.2.4	PF07831	0.8744287778	GOLD	No
2.4.2.4	PF02885	0.4021485556	GOLD	No
2.4.2.7	PF00156	0.5222544444	GOLD	No
2.4.2.6	PF05014	0.6364810556	GOLD	No
2.7.11.7	PF02816	0.3816677778	GOLD	No
2.7.11.5	PF06315	0.9992572778	GOLD	Yes
2.7.11.4	PF02518	0.06198524	GOLD	No
2.7.11.4	PF10436	0.2789279444	GOLD	No
2.7.11.2	PF02518	0.1217896611	GOLD	No
2.7.11.2	PF10436	0.6012852222	GOLD	Yes
2.7.11.1	PF06745	0.1141545556	GOLD	No
2.7.11.1	PF13499	0.0518096228	SILVER	No
2.7.11.1	PF00069	0.6176018333	GOLD	Yes
2.7.11.1	PF13581	0.1802547778	GOLD	No
2.7.11.1	PF01163	0.1795615667	GOLD	No
2.7.11.1	PF08276	0.2941997	GOLD	Yes
2.7.11.1	PF08912	0.0838745944	GOLD	Yes
2.7.11.1	PF08926	0.0451811556	SILVER	Yes
2.7.11.1	PF00595	0.0408685511	SILVER	No
2.7.11.1	PF03607	0.0477604333	SILVER	No
2.7.11.1	PF00169	0.0597921056	GOLD	No
2.7.11.1	PF00024	0.0577337778	SILVER	No
2.7.11.1	PF00433	0.1711023278	GOLD	No
2.7.11.1	PF11629	0.0595152778	GOLD	Yes
2.7.11.1	PF02196	0.0517882128	SILVER	No
2.7.11.1	PF11883	0.1502296611	GOLD	Yes
2.7.11.1	PF12799	0.06538806	SILVER	No
2.7.11.1	PF03822	0.1136713111	GOLD	Yes
2.7.11.1	PF08826	0.0474093667	GOLD	Yes
2.7.11.1	PF03793	0.0607158889	GOLD	No
2.7.11.1	PF00036	0.0491270222	SILVER	No
2.7.11.1	PF00531	0.0424692217	SILVER	No
2.7.11.1	PF01453	0.3440282889	GOLD	Yes
2.7.11.1	PF12605	0.0485661833	GOLD	Yes
